"WO No.","Part Name","Part Drg No.","Req. Qty","Type","BOM Upload Dt","Design Eng","Approved By","Dwg Rls Dt"
"B593","02-870-00 CAM BRG COVER-ESTMN","B593-02-870-00","10","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1230-R1-SHUTTLE PLATE-3","B593-02-1230-R1","1","","29-06-2022","SACHIN","PPRAJ","2022-06-29"
"B593","02-1260-00-SHUTTLE PLATE-6","B593-02-1260-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","08-950-00-MOTOR MTG PLTE HINGE","B593-08-950-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-036-R2 CUSHION PIN CUTTER BLADE-ESTMN","B593-01-036-R2","40","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","CSPB003-02-040-R2 - CRANK DRIVE SHAFT","CSPB003-02-040-R2","5","","17-02-2022","SACHIN","Chandru","2022-02-17"
"B593","02-860-00 BASE PLATE SHUTTLE-SLI&MC-ESTMN","B593-02-860-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1230-00-SHUTTLE PLATE-3","B593-02-1230-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","08-370-00 - MOTOR MOUNTIG BRACKET-ESTMN","B593-08-370-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-019-00 SIDE PLATE CONNECTING  ROD DIA20-ESTMN","B593-01-019-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","10-320-00-LONG GUIDE PLATE-FAR SIDE-PC6-ESTMN","B593-10-320-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-020-00-LM HOUSING-ESTMN","B593-02-020-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","09-100-R2 - LOCATING PIN-NEW","B593-09-100-R2","4","","05-07-2022","SACHIN","PPRAJ","2022-07-05"
"B593","01-040-00-Roller for Enveloping machine_Type 2","SPB0578-01-040-00","6","","17-02-2022","SACHIN","Chandru","2022-02-17"
"B593","02-720-00 - PLATE SHUTTLE SUPPORT-ESTMN","B593-02-720-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1200-00-SHUTTLE BLADE-8","B593-02-1200-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","04-020-00 TENSIONER PIN-ESTMN","B593-04-020-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-006-R2 - FEED ROLLER SHAFT DRIVE-ESTMN","B593-01-006-R2","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","10-290-00-GUIDE PLATE-FAR SIDE-PC4-ESTMN","B593-10-290-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-910-00-DANCING ROLLER PE GUIDE STRIP-128-ESTMN","B593-01-910-00","10","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1170-R1-SHUTTLE BLADE-5","B593-02-1170-R1","1","","16-07-2022","SACHIN","PPRAJ","2022-07-16"
"B593","01-010-00-RUBBER ROLLER_TYPE 1","SPB0578-01-010-00","4","","17-02-2022","SACHIN","Chandru","2022-02-17"
"B593","02-240-00 - STD BACK PLATE SHUTTLE GR-ESTMN","B593-02-240-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-970-00-CUTTER SHAFT SPACER","B593-01-970-00","2","","04-07-2022","SACHIN","PPRAJ","2022-07-04"
"B593","02-1170-00-SHUTTLE BLADE-5","B593-02-1170-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","02-1100-00-SMALL PART PUSHER ROD","B593-02-1100-00","2","","18-02-2022","SACHIN","Chandru","2022-02-18"
"B593","03-148-00 - CLAMP-ESTMN","B593-03-148-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","10-260-00 GUIDE PLATE-PC1-ESTMN","B593-10-260-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-148-00 - CLAMP-GUIDE ROD-ESTMN","B593-01-148-00","20","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","12-320-00 WASHER-COMBO DRV TENSIONER-ESTMN","B593-12-320-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-150-00 CRANK DRIVE SHAFT FOR SHIMPO GB-090B-ESTMN","B593-02-150-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-910-R2-DANCING ROLLER PE GUIDE STRIP-128-ESTMN","B593-01-910-R2","10","","12-07-2022","SACHIN","PPRAJ","2022-07-12"
"B593","02-1140-00-SHUTTLE BLADE-2","B593-02-1140-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","03-020-R3 - BOTTOM PLATE-SEALING-SLI-ESTMN","B593-03-020-R3","7","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1120-R1-SHUTTLE SUPPORT BRKT","B593-02-1120-R1","1","","08-07-2022","SACHIN","PPRAJ","2022-07-08"
"B593","02-1330-00-SHUTTLE BLADE-10","B593-02-1330-00","1","","30-06-2022","SACHIN","PPRAJ","2022-06-30"
"B593","09-430-00 - GM ROLL-ESTMN","B593-09-430-00","5","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-084-R2 - SHAFT DANCING UNIT-ESTMN","B593-01-084-R2","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","12-060-00 DRIVEN PULLEY-ESTMN","B593-12-060-00","8","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1060-00-ADAPTOR HOUSING-SHIMPO-GBP090-ESTMN","B593-02-1060-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","CSPB003-20-004-R1 FEED RUBBER ROLLER","CSPB003-20-004-R1","30","","17-02-2022","SACHIN","Chandru","2022-02-17"
"B593","03-008-00 - SPACER FOR FEED DRIVE ROLLER-ESTMN","B593-03-008-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1120-00-SHUT HEIGHT ADJ BRKT-ESTMN","B593-02-1120-00","10","","30-06-2022","SACHIN","PPRAJ","2022-06-30"
"B593","02-1270-00-SHUTTLE PLATE-7","B593-02-1270-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","03-330-R1 - SEAL END STOPPER-ESTMN","B593-03-330-R1","1","","04-04-2022","SACHIN","Chandru","2022-04-04"
"B593","09-010-00 - MOTOR BRACKET-NEW","B593-09-010-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-041-R2 CREASING BLADE-ESTMN","B593-01-041-R2","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-060-R1 - BEARING HOUSING COVER-ESTMN","B593-02-060-R1","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","13-010-00-MAIN FRAME GUARD - LEFT","B593-13-010-00","1","","24-05-2022","SACHIN","PPRAJ","2022-05-24"
"B593","03-750-00-SEALING WHEEL-126T","SPB0579-03-750-00","12","","26-03-2022","Amar","PPRAJ","2022-03-26"
"B593","CSPB003-03-067-R1-SEALING WHEEL-BOT CLAMP-Ø50","CSPB003-03-067-R1","20","","17-02-2022","SACHIN","Chandru","2022-02-17"
"B593","02-863-00-IT SHUT HEIGHT ADJ BRKT-ESTMN","B593-02-863-00","10","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1240-00-SHUTTLE PLATE-4","B593-02-1240-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","08-380-00 - MAIN MOTOR HINGE-ESTMN","B593-08-380-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-025-R1 GUIDE ROD OPENER-ESTMN","B593-01-025-R1","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","10-330-00-LONG GUIDE PLATE-FAR SIDE-PC4-ESTMN","B593-10-330-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","CSPB002-01-001-00-CLAMPING RING-12x15","CSPB002-01-001-00","192","","17-02-2022","SACHIN","Chandru","2022-02-17"
"B593","02-820-00 PUSHER-ESTMN-SP133","B593-02-820-00","10","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1210-00-SHUTTLE PLATE-1","B593-02-1210-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","08-010-00-FRAME-ESTMN","B593-08-010-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-008-00 - SPACER FOR FEED DRIVE ROLLER-ESTMN","B593-01-008-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","10-300-00-GUIDE PLATE-FAR SIDE-PC5-ESTMN","B593-10-300-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-930-00-BELT TENSIONER KEY ROD","B593-01-930-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-020-00-RUBBER ROLLER_TYPE 4","SPB0578-01-020-00","4","","17-02-2022","SACHIN","Chandru","2022-02-17"
"B593","02-250-00 - STD FRONT PLATE SHUTTLE GR-ESTMN","B593-02-250-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-980-00-SEALING ASSY PULLEY SPACER","B593-01-980-00","1","","04-07-2022","SACHIN","PPRAJ","2022-07-04"
"B593","02-1180-00-SHUTTLE BLADE-6","B593-02-1180-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","02-1110-00-SMALL PART PUSHER ROD","B593-02-1110-00","2","","18-02-2022","SACHIN","Chandru","2022-02-18"
"B593","03-640-00 SPACER -6204-ESTMN","B593-03-640-00","4","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-001C-R5 SIDE PLATE DRIVE SIDE-ESTMN","B593-01-001C-R5","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","10-270-00-GUIDE PLATE-NEAR SIDE-PC2-ESTMN","B593-10-270-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-570-R1 PLATE PE & GM GUIDE-ESTMN","B593-01-570-R1","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","12-390-00-TENSIONER MTG PIECE-ESTMN","B593-12-390-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-180-00 SLIDER PIECE-ESTMN","B593-02-180-001","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-960-R1-SEALING EXIT PE GUIDE","B593-01-960-R1","1","","12-07-2022","SACHIN","PPRAJ","2022-07-12"
"B593","02-1150-00-SHUTTLE BLADE-3","B593-02-1150-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","03-070-R1 - SEALING DRIVE SHAFT -ESTMN","B593-03-070-R1","6","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1350-00-SUTTLE HEIGHT ADJUSTMENT PLATE","B593-02-1350-00","1","","08-07-2022","SACHIN","PPRAJ","2022-07-08"
"B593","02-1340-00-SHUTTLE PLATE-10","B593-02-1340-00","1","","30-06-2022","SACHIN","PPRAJ","2022-06-30"
"B593","03-770-00-STITCHING ASSY SHAFT SPACER","B593-03-770-00","100","","13-05-2022","SACHIN","PPRAJ","2022-05-13"
"B593","09-690-00-SENSOR BRKT","B593-09-690-00","20","","15-04-2022","Amar","PPRAJ","2022-04-15"
"B593","10-030-R1-SS-GUIDE PLATE-NEAR SIDE-ESTMN","B593-10-030-R1","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-085-00 DANCING ROLLER-ESTMN","B593-01-085-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","12-080-00 DRIVER SHAFT-EXIT CONVEYR-ESTMN","B593-12-080-00","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1070-00-PROX MTG PLATE-ESTMN","B593-02-1070-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-1000-00-LM ROD FIXING BLOCK","B593-01-1000-00","1","","12-07-2022","SACHIN","PPRAJ","2022-07-12"
"B593","03-010-R2 BASE PLATE SEALING-COM-eastman","B593-03-010-R2","1","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","02-1310-00-SHUTTLE BLADE-9","B593-02-1310-00","1","","30-06-2022","SACHIN","PPRAJ","2022-06-30"
"B593","02-1280-00-SHUTTLE PLATE-8","B593-02-1280-00","1","","23-06-2022","Amar","PPRAJ","2022-06-23"
"B593","09-100-R1 - LOCATING PIN-NEW","B593-09-100-R1","8","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B593","01-054-00 - SPACER FOR CUTTER MANDREL-ESTMN","B593-01-054-00","2","","12-02-2022","SACHIN","Chandru","2022-02-12"
"B594","03-390-00 PINCH ROLL-SS-ASTD","B594-03-390-00","3","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","02-195-00-BEARING HSG SPACER-ASTD","B594-02-195-00","2","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","09-680-00-PROFILE FIXING PLATE","B594-09-680-00","6","","28-03-2022","SACHIN","Chandru","2022-03-28"
"B594","02-070-00 STD LM HOUSING - SHUTTLE-ASTD","B594-02-070-00","2","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","12-070-00-SENSOR BRKT FIXING PLATE-ASTD","B594-12-070-00","5","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","01-141-R4 MOUNTING BRKT-PE070-11-ASTD","B594-01-141-R4","3","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","09-170-00-UNWINDER FRAME-100x50.-ASTD","B594-09-170-00","1","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","01-054-00 - SPACER FOR CUTTER MANDREL-ASTD","B594-01-054-00","2","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","08-020-00 LONG SUPPORT BAR-RH-ASTD","B594-08-020-00","1","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","01-003-00 - BEARING HOUSING FEEDER (DRIVE)-ASTD","B594-01-003-00","4","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","03-640-00 SPACER -6204-ASTD","B594-03-640-00","4","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","02-860-00 SPACER RING-CAM BRG-ASTD","B594-02-860-00","1","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","02-080-00 CRANK-ASTD","B594-02-080-00","2","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","12-250-R1 DUMMY ROLLER-EXIT CONV-ASTD","B594-12-250-R1","3","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","01-146-00 SPACER PULLEY LOCK-ASTD","B594-01-146-00","2","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","09-420-00 - ROLLER SUPPORT BRKT-ASTD","B594-09-420-00","10","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","01-066-00 - FRONT PLATE CUTTER SUPPORT-ASTD","B594-01-066-00","4","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","09-040-R3 - UNWINDER SHAFT-ASTD","B594-09-040-R3","4","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","01-008-00 - SPACER FOR FEED DRIVE ROLLER-ASTD","B594-01-008-00","2","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","03-750-R1-SEALING WHEEL-126T-ASTD","B594-03-750-R1","12","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","03-060-00-SEALING DRIVE SHAFT-SERVO-ASTD","B594-03-060-00","3","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","02-100-00 BASE PLATE SHUTTLE--MC-ASTD","B594-02-100-00","2","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","02-020-R1 BEARING HOUSING-ASTD","B594-02-020-R1","2","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","08-030-00-MAIN FRAME-ASTD","B594-08-030-00","1","","22-02-2022","SACHIN","Chandru","2022-02-22"
"B594","012-060-00-SENSOR FIXING BRKT-ASTD","B594-012-060-00","5","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","01-073-00 - KNOB-ASTD","B594-01-073-00","4","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","09-070-R1 - BUSH BACK PLATE-ASTD","B594-09-070-R1","4","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","01-020-00 - SPACER FOR FEED DRIVEN ROLLER-ASTD","B594-01-020-00","2","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B594","08-010-00 LONG SUPPORT BAR-LH-ASTD","B594-08-010-00","1","","23-02-2022","SACHIN","Chandru","2022-02-23"
"B595","05-720-00-SPACER SEALING DRIVE HOUSING-R & D","B595-05-720-00","1","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
"B595","03-023-00 SHAFT PE","B595-03-023-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","07-900-00-UNW BOT SENSOR","B595-07-900-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","11-530-00 GUIDE RUBBER ROLLER CLAMP","B595-11-530-00","2","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","09-210-00 SUPPORT PLATE-2","B595-09-210-00","5","","26-05-2022","SACHIN","PPRAJ","2022-05-26"
"B595","02-005-00 JACKING SCREW-M8","B595-02-005-00","2","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","04-025-00-LEAF SPRING","B595-04-025-00","2","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","11-440-00-STROKE  ADJUSTING SPACER","B595-11-440-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","05-008-R1  SEALING DRIVE SHAFT-R & D","B595-05-008-R1","1","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
"B595","04-360-00-EXIT CONVEYOR GUARDINGS RH","B595-04-360-00","1","","25-05-2022","SACHIN","PPRAJ","2022-05-25"
"B595","01-045-00 WASHER-M12","B595-01-045-00","4","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","04-016-00 WASHER-COMBO DRV TENSIONER","B595-04-016-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","11-340-R1-JIG PLATE","B595-11-340-R1","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","02-021-R2-FEED ROLLER DRIVE SHAFTMOD-R & D","B595-02-021-R2","1","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
"B595","01-900-00-SUPPORT GUIDE BASE","B595-01-900-00","2","","25-05-2022","SACHIN","PPRAJ","2022-05-25"
"B595","11-1010-00-SLEEVE GUIDE STRIP MTG BRKT","B595-11-1010-00","4","","20-05-2022","SACHIN","PPRAJ","2022-05-20"
"B595","01-020-00 WASHER-M12x36","B595-01-020-00","2","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","10-560-00-00-FEED MOTOR MOUNTING PILLAR","B595-10-560-00","1","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
"B595","04-010-00 PAD-DRIVEN SHAFT ASSY","B595-04-010-00","2","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","11-280-00-PINCH RUBBER ROLLER DRIVE SHAFT","B595-11-280-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","10-520-00-SIDE GUIDE PIECE-R & D","B595-10-520-00","2","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
"B595","03-220-00-L BRKT","B595-03-220-00","2","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","01-013-00 BEARING BLOCK RUBBER ROLLER (ENCODER)","B595-01-013-00","5","","08-06-2022","Amar","PPRAJ","2022-06-08"
"B595","11-100-00-LM ROD-DIA10","B595-11-100-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","04-310-00-GUARDING TOP RH","B595-04-310-00","1","","20-05-2022","SACHIN","PPRAJ","2022-05-20"
"B595","05-730-00-SEALING MOTOR DRIVE SHAFT-SERVO-R & D","B595-05-730-00","1","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
"B595","03-099-00-SLEEVE SUPPORT GUIDE ROD","B595-03-099-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","09-190-00-WELD TABS","B595-09-190-00","4","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","03-055-R3-PIPE-64x40x1000","B595-03-055-R3","2","","09-05-2022","SACHIN","PPRAJ","2022-05-09"
"B595","11-690-00 - SHAFT PE &GM","B595-11-690-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","05-700-00-BEARING HOUSING I_F FLANGE-R & D","B595-05-700-00","1","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
"B595","02-015-00 WASHER-Ø5x3","B595-02-015-00","2","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","04-026-00-LEAF SPRING FIXING ROD","B595-04-026-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","11-500-PUNCH-RACK-2P_2DP_40 WIDTH","B595-11-500-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","01-053-00 T-NUT-SLEEVE GUIDE","B595-01-053-00","4","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","04-020-00 SPACER-TENSIONER PIN","B595-04-020-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","11-380-00 WASHER-Ø6x3","B595-11-380-00","2","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","03-018-R2 FRAME-R & D","B595-03-018-R2","1","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
"B595","01-910-00 SIDE GUIDE-INLET","B595-01-910-00","2","","25-05-2022","SACHIN","PPRAJ","2022-05-25"
"B595","11-590-00 LEAF SUP MTG BRKT","B595-11-590-00","1","","20-05-2022","SACHIN","PPRAJ","2022-05-20"
"B595","01-034-00 KNOB","B595-01-034-00","20","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","03-061-00-ROLLER SUPPORT-12DIA","B595-03-061-00","5","","08-06-2022","Amar","PPRAJ","2022-06-08"
"B595","04-012-00 SHFT-PINCH ROLL TENSIONER","B595-04-012-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","11-300-00- BEARING HOUSING SEALING (DRIVE)-COM","B595-11-300-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","10-530-00-LEAD SCREW MTG-R & D","B595-10-530-00","1","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
"B595","03-240-00-SPACER-SHAFT","B595-03-240-00","2","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","11-220-00-ADJ CLAMP-12DIA","B595-11-220-00","4","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","02-035-00-FEEDER MOTOR PULLEY DRIVE","B595-02-035-00","1","","20-06-2022","Amar","PPRAJ","2022-06-20"
"B595","04-320-00-CONVEYOR GUARD VERTICAL GUIDE PLATE","B595-04-320-00","2","","20-05-2022","SACHIN","PPRAJ","2022-05-20"
"B595","01-010-00 JACK NUT-CUTTER-M12","B595-01-010-00","2","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","10-500-00 FRAME-FEED ROLLER-R & D","B595-10-500-00","1","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
"B595","03-100-R1-SENSOR BRKT","B595-03-100-R1","4","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","10-03-00-WASHER-FRAME","B595-10-03-00","8","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","03-069-00-CYLINDRICAL SPACER FOR PIPE ID","B595-03-069-00","2","","09-05-2022","SACHIN","PPRAJ","2022-05-09"
"B595","11-150-R2-GUIDE STRIP-BASE","B595-11-150-R2","2","","06-06-2022","Karumbaiah","PPRAJ","2022-06-06"
"B595","04-001-00 FRAME-EXIT CONVEYOR","B595-04-001-00","1","","20-05-2022","SACHIN","PPRAJ","2022-05-20"
"B595","05-710-00-BEARING HOUSING SEALING (DRIVE)-R & D","B595-05-710-00","1","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
"B595","03-005-00 SPACER BLK-LONG SUP PLATE-TOP","B595-03-005-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","01-024-00 SIDE GUIDE-INLET","B595-01-024-00","5","","31-05-2022","Karumbaiah","PPRAJ","2022-05-31"
"B595","07-020-00CLAMP-UW-ROD","B595-07-020-00","2","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","11-510-00-GUIDE RUBBER ROLLER","B595-11-510-00","6","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","03-569-00-BRKT1","B595-03-569-00","1","","26-05-2022","SACHIN","PPRAJ","2022-05-26"
"B595","01-880-00 TARGET PLATE-CUT TO CREASE-SLI","B595-01-880-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","07-024-00-GEARBOX-SHAFT-TW63","B595-07-024-00","2","","28-05-2022","Amar","PPRAJ","2022-05-28"
"B595","04-023-00-TRAY STAND","B595-04-023-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","11-390-00 WASHER-Ø5x3","B595-11-390-00","2","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","10-120-00-LONG GUIDE ASSY","B595-10-120-00","3","","09-05-2022","SACHIN","PPRAJ","2022-05-09"
"B595","01-930-00-SPACER","B595-01-930-00","6","","16-07-2022","SACHIN","PPRAJ","2022-07-16"
"B595","03-240-R1-SPACER-SHAFT-R & D","B595-03-240-R1","2","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
"B595","04-350-00-EXIT CONVEYOR GUARDING LH","B595-04-350-00","1","","25-05-2022","SACHIN","PPRAJ","2022-05-25"
"B595","11-680-00 - ROLLER SUPPORT PLATE","B595-11-680-00","4","","20-05-2022","SACHIN","PPRAJ","2022-05-20"
"B595","01-038-00 SPACER PULLEY LOCK","B595-01-038-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","04-014-00  SPACER-TENSIONER SHAFT","B595-04-014-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","11-310-00-INDEX MOTOR DRIVE SHAFT-SERVO","B595-11-310-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","10-540-00-STOPPER PLATE-R & D","B595-10-540-00","1","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
"B595","04-008-00 SPROCKET-TENSIONER","B595-04-008-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","11-250-R1-BASE PLATE MOT DRIVE UNIT","B595-11-250-R1","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","04-330-00 SPROCKET-12_7-12T EX CONV","B595-04-330-00","1","","20-05-2022","SACHIN","PPRAJ","2022-05-20"
"B595","01-012-00  BRG BLK RUB ROLLER (DRIVE)-SLI","B595-01-012-00","1","","19-05-2022","SACHIN","PPRAJ","2022-05-19"
"B595","10-510-00-FEED MOTOR MTG BRKT","B595-10-510-00","1","","01-07-2022","SACHIN","PPRAJ","2022-07-01"
